Time,Frequency,Amplitude,ADC,Level
[2025-08-07 18:14:38.725],15539.6,1.1821,2372, 1.912V
[2025-08-07 18:14:38.725],15771.5,0.9759,1719, 1.385V
[2025-08-07 18:14:38.725],16003.4,0.4496,2367, 1.907V
[2025-08-07 18:14:38.725],16235.4,0.5974,1815, 1.463V
[2025-08-07 18:14:38.725],16467.3,0.3584,2164, 1.744V
[2025-08-07 18:14:38.726],16699.2,0.1616,2047, 1.650V
[2025-08-07 18:14:38.726],16931.2,0.7854,1878, 1.513V
[2025-08-07 18:14:38.726],17163.1,0.3089,2279, 1.837V
[2025-08-07 18:14:38.726],17395,0.6871,1719, 1.385V
[2025-08-07 18:14:38.726],17627,0.5076,2406, 1.939V
[2025-08-07 18:14:38.726],17858.9,0.4914,1740, 1.402V
[2025-08-07 18:14:38.726],18090.8,0.2175,2279, 1.837V
[2025-08-07 18:14:38.726],18322.8,1.2604,1888, 1.521V
[2025-08-07 18:14:38.726],18554.7,0.5421,2055, 1.656V
[2025-08-07 18:14:38.726],18786.6,0.0943,2135, 1.721V
[2025-08-07 18:14:38.726],19018.6,0.348,1806, 1.455V
[2025-08-07 18:14:38.742],19250.5,0.2305,2326, 1.874V
[2025-08-07 18:14:38.742],19482.4,0.2506,1719, 1.385V
[2025-08-07 18:14:38.742],19714.4,0.7623,2375, 1.914V
[2025-08-07 18:14:38.742],19946.3,0.9223,1780, 1.434V
[2025-08-07 18:14:38.742],20178.2,0.4118,2199, 1.772V
[2025-08-07 18:14:38.742],20410.2,0.3928,1988, 1.602V
[2025-08-07 18:14:38.742],20642.1,0.902,1959, 1.579V
[2025-08-07 18:14:38.742],20874,0.8516,2199, 1.772V
[2025-08-07 18:14:38.742],21106,0.09,1766, 1.423V
[2025-08-07 18:14:38.742],21337.9,0.4838,2359, 1.901V
[2025-08-07 18:14:38.742],21569.8,1.1351,1751, 1.411V
[2025-08-07 18:14:38.743],21801.8,0.3729,2327, 1.875V
[2025-08-07 18:14:38.743],22033.7,1.3944,1860, 1.499V
[2025-08-07 18:14:38.743],22265.6,1.5686,2116, 1.705V
[2025-08-07 18:14:38.743],22497.6,0.7055,2071, 1.669V
[2025-08-07 18:14:38.743],22729.5,0.2627,1888, 1.521V
[2025-08-07 18:14:38.743],22961.4,1.0534,2279, 1.837V
[2025-08-07 18:14:38.756],23193.4,0.966,1748, 1.409V
[2025-08-07 18:14:38.756],23425.3,1.5535,2356, 1.899V
[2025-08-07 18:14:38.756],23657.2,0.2589,1796, 1.447V
[2025-08-07 18:14:38.756],23889.2,0.3437,2228, 1.795V
[2025-08-07 18:14:38.756],24121.1,1.0326,1943, 1.566V
[2025-08-07 18:14:38.756],24353,0.2382,2016, 1.625V
[2025-08-07 18:14:38.756],24585,0.3512,2151, 1.733V
[2025-08-07 18:14:38.756],24816.9,0.6028,1844, 1.486V
[2025-08-07 18:14:38.756],25048.8,0.8416,2279, 1.837V
[2025-08-07 18:14:38.756],25280.8,0.38,1783, 1.437V
[2025-08-07 18:14:38.756],25512.7,1.0548,2262, 1.823V
[2025-08-07 18:14:38.757],25744.6,0.1178,1873, 1.509V
[2025-08-07 18:14:38.757],25976.6,0.1498,2103, 1.695V
[2025-08-07 18:14:38.757],26208.5,0.6017,2046, 1.649V
[2025-08-07 18:14:38.757],26440.4,0.921,1911, 1.540V
[2025-08-07 18:14:38.757],26672.4,0.7236,2231, 1.798V
[2025-08-07 18:14:38.757],26904.3,0.873,1783, 1.437V
[2025-08-07 18:14:38.770],27136.2,0.6547,2311, 1.862V
[2025-08-07 18:14:38.770],27368.2,0.5648,1799, 1.450V
[2025-08-07 18:14:38.770],27600.1,1.0856,2224, 1.792V
[2025-08-07 18:14:38.770],27832,1.1245,1956, 1.576V
[2025-08-07 18:14:38.770],28064,0.7308,2023, 1.630V
[2025-08-07 18:14:38.770],28295.9,0.3279,2135, 1.721V
[2025-08-07 18:14:38.770],28527.8,0.1372,1831, 1.476V
[2025-08-07 18:14:38.770],28759.8,0.6924,2292, 1.847V
[2025-08-07 18:14:38.770],28991.7,0.7404,1767, 1.424V
[2025-08-07 18:14:38.770],29223.6,1.3771,2295, 1.849V
[2025-08-07 18:14:38.770],29455.6,0.3496,1847, 1.488V
[2025-08-07 18:14:38.771],29687.5,0.1406,2160, 1.741V
[2025-08-07 18:14:38.771],29919.4,1.2893,2007, 1.617V
[2025-08-07 18:14:38.771],30151.4,0.6235,1972, 1.589V
[2025-08-07 18:14:38.771],30383.3,0.5843,2183, 1.759V
[2025-08-07 18:14:38.771],30615.2,0.3875,1831, 1.476V
[2025-08-07 18:14:38.771],30847.2,0.7228,2278, 1.836V
[2025-08-07 18:14:38.785],31079.1,0.3873,1831, 1.476V
[2025-08-07 18:14:38.785],31311,0.4343,2212, 1.783V
[2025-08-07 18:14:38.785],31543,0.6367,1951, 1.572V
[2025-08-07 18:14:38.785],31774.9,0.348,2039, 1.643V
[2025-08-07 18:14:38.785],32006.8,0.6295,2144, 1.728V
[2025-08-07 18:14:38.785],32238.8,0.1554,1879, 1.514V
[2025-08-07 18:14:38.785],32470.7,1.1262,2231, 1.798V
[2025-08-07 18:14:38.785],32702.6,0.1477,1844, 1.486V
[2025-08-07 18:14:38.785],32934.6,0.2382,2196, 1.770V
[2025-08-07 18:14:38.785],33166.5,0.1487,1975, 1.592V
[2025-08-07 18:14:38.785],33398.4,0.55,2000, 1.612V
[2025-08-07 18:14:38.785],33630.4,1.1179,2167, 1.746V
[2025-08-07 18:14:38.785],33862.3,0.0485,1844, 1.486V
[2025-08-07 18:14:38.785],34094.2,0.9778,2276, 1.834V
[2025-08-07 18:14:38.785],34326.2,0.8202,1798, 1.449V
[2025-08-07 18:14:38.785],34558.1,0.5623,2231, 1.798V
[2025-08-07 18:14:38.785],34790,0.1595,1920, 1.547V
[2025-08-07 18:14:38.801],35022,0.8309,2039, 1.643V
[2025-08-07 18:14:38.801],35253.9,0.2547,2135, 1.721V
[2025-08-07 18:14:38.801],35485.8,0.5978,1847, 1.488V
[2025-08-07 18:14:38.801],35717.8,0.1079,2279, 1.837V
[2025-08-07 18:14:38.801],35949.7,0.2339,1767, 1.424V
[2025-08-07 18:14:38.801],36181.6,0.7245,2308, 1.860V
[2025-08-07 18:14:38.801],36413.6,0.384,1831, 1.476V
[2025-08-07 18:14:38.801],36645.5,0.5808,2167, 1.746V
[2025-08-07 18:14:38.801],36877.4,0.838,2006, 1.617V
[2025-08-07 18:14:38.801],37109.4,0.4254,1956, 1.576V
[2025-08-07 18:14:38.801],37341.3,0.5257,2212, 1.783V
[2025-08-07 18:14:38.802],37573.2,0.131,1790, 1.442V
[2025-08-07 18:14:38.802],37805.2,0.403,2324, 1.873V
[2025-08-07 18:14:38.802],38037.1,0.4075,1780, 1.434V
[2025-08-07 18:14:38.802],38269,0.259,2292, 1.847V
[2025-08-07 18:14:38.802],38501,0.9629,1888, 1.521V
[2025-08-07 18:14:38.802],38732.9,0.8831,2100, 1.692V
[2025-08-07 18:14:38.816],38964.8,0.2392,2080, 1.676V
[2025-08-07 18:14:38.816],39196.8,0.1295,1903, 1.534V
[2025-08-07 18:14:38.816],39428.7,0.0693,2263, 1.824V
[2025-08-07 18:14:38.816],39660.6,0.116,1799, 1.450V
[2025-08-07 18:14:38.816],39892.6,0.5072,2311, 1.862V
[2025-08-07 18:14:38.816],40124.5,0.6333,1823, 1.469V
[2025-08-07 18:14:38.816],40356.4,0.5896,2215, 1.785V
[2025-08-07 18:14:38.816],40588.4,0.6089,1951, 1.572V
[2025-08-07 18:14:38.816],40820.3,0.8412,2032, 1.638V
[2025-08-07 18:14:38.816],41052.2,0.3854,2148, 1.731V
[2025-08-07 18:14:38.816],41284.2,0.4277,1863, 1.501V
[2025-08-07 18:14:38.818],41516.1,0.2866,2279, 1.837V
[2025-08-07 18:14:38.818],41748,0.2401,1799, 1.450V
[2025-08-07 18:14:38.818],41980,0.2776,2263, 1.824V
[2025-08-07 18:14:38.818],42211.9,0.2649,1886, 1.520V
[2025-08-07 18:14:38.818],42443.8,0.4286,2119, 1.708V
[2025-08-07 18:14:38.818],42675.8,0.5307,2047, 1.650V
[2025-08-07 18:14:38.833],42907.7,0.3549,1940, 1.563V
[2025-08-07 18:14:38.833],43139.6,0.3478,2196, 1.770V
[2025-08-07 18:14:38.833],43371.6,0.1793,1828, 1.473V
[2025-08-07 18:14:38.833],43603.5,0.8817,2260, 1.821V
[2025-08-07 18:14:38.833],43835.4,0.5272,1855, 1.495V
[2025-08-07 18:14:38.833],44067.4,0.3566,2180, 1.757V
[2025-08-07 18:14:38.833],44299.3,0.6194,1959, 1.579V
[2025-08-07 18:14:38.833],44531.2,0.4432,2007, 1.617V
[2025-08-07 18:14:38.833],44763.2,0.5199,2132, 1.718V
[2025-08-07 18:14:38.833],44995.1,0.6304,1863, 1.501V
[2025-08-07 18:14:38.833],45227.1,0.2484,2240, 1.805V
[2025-08-07 18:14:38.833],45459,0.611,1812, 1.460V
[2025-08-07 18:14:38.834],45690.9,0.2127,2247, 1.811V
[2025-08-07 18:14:38.834],45922.9,0.1845,1863, 1.501V
[2025-08-07 18:14:38.834],46154.8,0.6748,2119, 1.708V
[2025-08-07 18:14:38.834],46386.7,0.5688,2016, 1.625V
[2025-08-07 18:14:38.834],46618.7,0.3235,1927, 1.553V
[2025-08-07 18:14:38.849],46850.6,0.4645,2199, 1.772V
[2025-08-07 18:14:38.849],47082.5,0.3478,1807, 1.456V
[2025-08-07 18:14:38.849],47314.5,0.5254,2288, 1.844V
[2025-08-07 18:14:38.849],47546.4,0.3224,1799, 1.450V
[2025-08-07 18:14:38.849],47778.3,0.2203,2228, 1.795V
[2025-08-07 18:14:38.849],48010.3,0.1642,1936, 1.560V
[2025-08-07 18:14:38.849],48242.2,0.3211,2065, 1.664V
[2025-08-07 18:14:38.849],48474.1,0.2217,2112, 1.702V
[2025-08-07 18:14:38.849],48706.1,0.4549,1908, 1.538V
[2025-08-07 18:14:38.849],48938,0.7065,2230, 1.797V
[2025-08-07 18:14:38.849],49169.9,0.6804,1844, 1.486V
[2025-08-07 18:14:38.850],49401.9,0.9142,2244, 1.808V
[2025-08-07 18:14:38.850],49633.8,0.0937,1876, 1.512V
[2025-08-07 18:14:38.850],49865.7,0.57,2148, 1.731V
[2025-08-07 18:14:38.850],50097.7,0.2495,2020, 1.628V
[2025-08-07 18:14:38.850],50329.6,0.1339,1999, 1.611V
[2025-08-07 18:14:38.850],50561.5,0.4003,2151, 1.733V
[2025-08-07 18:14:38.860],50793.5,0.2954,1892, 1.525V
[2025-08-07 18:14:38.860],51025.4,0.1655,2183, 1.759V
[2025-08-07 18:14:38.860],51257.3,0.2999,1935, 1.559V
[2025-08-07 18:14:38.860],51489.3,0.3374,2103, 1.695V
[2025-08-07 18:14:38.860],51721.2,0.1432,2047, 1.650V
[2025-08-07 18:14:38.860],51953.1,0.4684,1951, 1.572V
[2025-08-07 18:14:38.860],52185.1,0.3525,2192, 1.766V
[2025-08-07 18:14:38.860],52417,0.7835,1844, 1.486V
[2025-08-07 18:14:38.860],52648.9,0.0793,2240, 1.805V
[2025-08-07 18:14:38.860],52880.9,0.5585,1879, 1.514V
[2025-08-07 18:14:38.860],53112.8,0.3199,2119, 1.708V
[2025-08-07 18:14:38.861],53344.7,0.5477,2047, 1.650V
[2025-08-07 18:14:38.861],53576.7,0.328,1924, 1.550V
[2025-08-07 18:14:38.861],53808.6,0.4619,2215, 1.785V
[2025-08-07 18:14:38.861],54040.5,0.3355,1812, 1.460V
[2025-08-07 18:14:38.861],54272.5,0.5349,2288, 1.844V
[2025-08-07 18:14:38.861],54504.4,0.3007,1831, 1.476V
[2025-08-07 18:14:38.877],54736.3,0.3521,2198, 1.771V
[2025-08-07 18:14:38.877],54968.3,0.2823,1943, 1.566V
[2025-08-07 18:14:38.877],55200.2,0.1403,2020, 1.628V
[2025-08-07 18:14:38.877],55432.1,0.4571,2132, 1.718V
[2025-08-07 18:14:38.877],55664.1,0.1038,1860, 1.499V
[2025-08-07 18:14:38.877],55896,0.3191,2276, 1.834V
[2025-08-07 18:14:38.877],56127.9,0.5412,1798, 1.449V
[2025-08-07 18:14:38.877],56359.9,0.2706,2263, 1.824V
[2025-08-07 18:14:38.877],56591.8,0.3556,1871, 1.508V
[2025-08-07 18:14:38.877],56823.7,0.3707,2135, 1.721V
[2025-08-07 18:14:38.877],57055.7,0.3611,2039, 1.643V
[2025-08-07 18:14:38.877],57287.6,0.1826,1950, 1.571V
[2025-08-07 18:14:38.877],57519.5,0.3597,2196, 1.770V
[2025-08-07 18:14:38.877],57751.5,0.3745,1831, 1.476V
[2025-08-07 18:14:38.877],57983.4,0.2911,2272, 1.831V
[2025-08-07 18:14:38.877],58215.3,0.4459,1831, 1.476V
[2025-08-07 18:14:38.877],58447.3,0.5067,2199, 1.772V
[2025-08-07 18:14:38.892],58679.2,0.5592,1950, 1.571V
[2025-08-07 18:14:38.892],58911.1,0.5484,2039, 1.643V
[2025-08-07 18:14:38.892],59143.1,0.0406,2119, 1.708V
[2025-08-07 18:14:38.892],59375,0.0554,1888, 1.521V
[2025-08-07 18:14:38.892],59606.9,0.3081,2244, 1.808V
[2025-08-07 18:14:38.892],59838.9,0.3421,1831, 1.476V
[2025-08-07 18:14:38.892],60070.8,0.2975,2247, 1.811V
[2025-08-07 18:14:38.892],60302.7,0.1179,1879, 1.514V
[2025-08-07 18:14:38.892],60534.7,0.4529,2135, 1.721V
[2025-08-07 18:14:38.892],60766.6,0.2362,2014, 1.623V
[2025-08-07 18:14:38.892],60998.5,0.0718,1959, 1.579V
[2025-08-07 18:14:38.893],61230.5,0.3021,2182, 1.758V
[2025-08-07 18:14:38.893],61462.4,0.5604,1831, 1.476V
[2025-08-07 18:14:38.893],61694.3,0.7013,2272, 1.831V
[2025-08-07 18:14:38.893],61926.3,0.3558,1828, 1.473V
[2025-08-07 18:14:38.893],62158.2,0.1468,2231, 1.798V
[2025-08-07 18:14:38.893],62390.1,0.5039,1911, 1.540V
[2025-08-07 18:14:38.907],62622.1,0.6137,2071, 1.669V
[2025-08-07 18:14:38.907],62854,0.3686,2084, 1.679V
[2025-08-07 18:14:38.907],63085.9,0.7507,1911, 1.540V
[2025-08-07 18:14:38.907],63317.9,0.397,2215, 1.785V
[2025-08-07 18:14:38.907],63549.8,0.3003,1844, 1.486V
[2025-08-07 18:14:38.907],63781.7,0.4099,2231, 1.798V
[2025-08-07 18:14:38.907],64013.7,0.1793,1863, 1.501V
[2025-08-07 18:14:38.907],64245.6,0.2133,2167, 1.746V
[2025-08-07 18:14:38.907],64477.5,0.4267,1983, 1.598V
[2025-08-07 18:14:38.907],64709.5,0.0414,2039, 1.643V
[2025-08-07 18:14:38.907],64941.4,0.2206,2103, 1.695V
[2025-08-07 18:14:38.908],65173.3,0.369,1911, 1.540V
[2025-08-07 18:14:38.909],65405.3,0.2399,2192, 1.766V
[2025-08-07 18:14:38.909],65637.2,0.1145,1855, 1.495V
[2025-08-07 18:14:38.909],65869.1,0.2711,2215, 1.785V
[2025-08-07 18:14:38.909],66101.1,0.2029,1892, 1.525V
[2025-08-07 18:14:38.909],66333,0.2667,2164, 1.744V
[2025-08-07 18:14:38.921],66564.9,0.3858,2007, 1.617V
[2025-08-07 18:14:38.921],66796.9,0.4579,2007, 1.617V
[2025-08-07 18:14:38.921],67028.8,0.0926,2151, 1.733V
[2025-08-07 18:14:38.922],67260.7,0.2873,1879, 1.514V
[2025-08-07 18:14:38.922],67492.7,0.2649,2247, 1.811V
[2025-08-07 18:14:38.922],67724.6,0.2992,1847, 1.488V
[2025-08-07 18:14:38.922],67956.5,0.4656,2224, 1.792V
[2025-08-07 18:14:38.922],68188.5,0.3175,1920, 1.547V
[2025-08-07 18:14:38.922],68420.4,0.2489,2103, 1.695V
[2025-08-07 18:14:38.922],68652.3,0.1833,2047, 1.650V
[2025-08-07 18:14:38.922],68884.3,0.3559,1959, 1.579V
[2025-08-07 18:14:38.924],69116.2,0.3709,2175, 1.753V
[2025-08-07 18:14:38.924],69348.1,0.3615,1879, 1.514V
[2025-08-07 18:14:38.924],69580.1,0.4121,2215, 1.785V
[2025-08-07 18:14:38.924],69812,0.6277,1873, 1.509V
[2025-08-07 18:14:38.924],70043.9,0.5007,2167, 1.746V
[2025-08-07 18:14:38.924],70275.9,0.4691,1956, 1.576V
[2025-08-07 18:14:38.938],70507.8,0.243,2064, 1.663V
[2025-08-07 18:14:38.938],70739.8,0.2577,2071, 1.669V
[2025-08-07 18:14:38.938],70971.7,0.4008,1959, 1.579V
[2025-08-07 18:14:38.938],71203.6,0.3099,2134, 1.720V
[2025-08-07 18:14:38.938],71435.5,0.1578,1927, 1.553V
[2025-08-07 18:14:38.938],71667.5,0.6284,2118, 1.707V
[2025-08-07 18:14:38.938],71899.4,0.3932,1988, 1.602V
[2025-08-07 18:14:38.938],72131.3,0.2365,2039, 1.643V
[2025-08-07 18:14:38.938],72363.3,0.1242,2039, 1.643V
[2025-08-07 18:14:38.938],72595.2,0.2625,2007, 1.617V
[2025-08-07 18:14:38.938],72827.1,0.5822,2047, 1.650V
[2025-08-07 18:14:38.940],73059.1,0.7854,2023, 1.630V
[2025-08-07 18:14:38.940],73291,0.1892,2007, 1.617V
[2025-08-07 18:14:38.940],73523,0.4324,2055, 1.656V
[2025-08-07 18:14:38.940],73754.9,0.316,1991, 1.604V
[2025-08-07 18:14:38.940],73986.8,0.3903,2047, 1.650V
[2025-08-07 18:14:38.940],74218.8,0.7215,2014, 1.623V
[2025-08-07 18:14:38.954],74450.7,0.1227,2007, 1.617V
[2025-08-07 18:14:38.954],74682.6,0.5241,2071, 1.669V
[2025-08-07 18:14:38.954],74914.5,0.2141,1968, 1.586V
[2025-08-07 18:14:38.954],75146.5,0.1082,2103, 1.695V
[2025-08-07 18:14:38.954],75378.4,0.459,1956, 1.576V
[2025-08-07 18:14:38.954],75610.4,0.1001,2084, 1.679V
[2025-08-07 18:14:38.954],75842.3,0.3692,2007, 1.617V
[2025-08-07 18:14:38.954],76074.2,0.1957,2020, 1.628V
[2025-08-07 18:14:38.954],76306.2,0.3986,2078, 1.675V
[2025-08-07 18:14:38.954],76538.1,0.1326,1959, 1.579V
[2025-08-07 18:14:38.954],76770,0.3478,2134, 1.720V
[2025-08-07 18:14:38.954],77002,0.14,1935, 1.559V
[2025-08-07 18:14:38.954],77233.9,0.5122,2119, 1.708V
[2025-08-07 18:14:38.954],77465.8,0.2232,1959, 1.579V
[2025-08-07 18:14:38.954],77697.8,0.3417,2070, 1.668V
[2025-08-07 18:14:38.954],77929.7,0.2078,2055, 1.656V
[2025-08-07 18:14:38.954],78161.6,0.0679,1968, 1.586V
[2025-08-07 18:14:38.968],78393.6,0.197,2135, 1.721V
[2025-08-07 18:14:38.968],78625.5,0.0505,1911, 1.540V
[2025-08-07 18:14:38.968],78857.4,0.1719,2160, 1.741V
[2025-08-07 18:14:38.968],79089.4,0.4354,1924, 1.550V
[2025-08-07 18:14:38.968],79321.3,0.3227,2112, 1.702V
[2025-08-07 18:14:38.968],79553.2,0.3743,1991, 1.604V
[2025-08-07 18:14:38.968],79785.2,0.2588,2039, 1.643V
[2025-08-07 18:14:38.968],80017.1,0.4035,2079, 1.675V
[2025-08-07 18:14:38.968],80249,0.2983,1972, 1.589V
[2025-08-07 18:14:38.968],80481,0.1587,2132, 1.718V
[2025-08-07 18:14:38.968],80712.9,0.183,1956, 1.576V
[2025-08-07 18:14:38.968],80944.8,0.1453,2135, 1.721V
[2025-08-07 18:14:38.968],81176.8,0.0867,1959, 1.579V
[2025-08-07 18:14:38.968],81408.7,0.5775,2103, 1.695V
[2025-08-07 18:14:38.968],81640.6,0.5405,1988, 1.602V
[2025-08-07 18:14:38.968],81872.6,0.3698,2039, 1.643V
[2025-08-07 18:14:38.969],82104.5,0.0775,2055, 1.656V
[2025-08-07 18:14:38.984],82336.4,0.5312,1988, 1.602V
[2025-08-07 18:14:38.984],82568.4,0.6242,2086, 1.681V
[2025-08-07 18:14:38.984],82800.3,0.1727,1984, 1.599V
[2025-08-07 18:14:38.984],83032.2,0.2459,2086, 1.681V
[2025-08-07 18:14:38.984],83264.2,0.7415,2004, 1.615V
[2025-08-07 18:14:38.984],83496.1,0.3187,2065, 1.664V
[2025-08-07 18:14:38.984],83728,0.3493,2007, 1.617V
[2025-08-07 18:14:38.984],83960,0.4491,2068, 1.667V
[2025-08-07 18:14:38.984],84191.9,0.5704,2023, 1.630V
[2025-08-07 18:14:38.984],84423.8,0.5074,2047, 1.650V
[2025-08-07 18:14:38.984],84655.8,0.5432,2039, 1.643V
[2025-08-07 18:14:38.985],84887.7,0.5366,2007, 1.617V
[2025-08-07 18:14:38.985],85119.6,0.4254,2087, 1.682V
[2025-08-07 18:14:38.985],85351.6,0.8593,1975, 1.592V
[2025-08-07 18:14:38.985],85583.5,0.3507,2119, 1.708V
[2025-08-07 18:14:38.985],85815.4,0.4175,1959, 1.579V
[2025-08-07 18:14:38.985],86047.4,0.1755,2128, 1.715V
[2025-08-07 18:14:38.999],86279.3,0.0575,2000, 1.612V
[2025-08-07 18:14:38.999],86511.2,0.2901,2055, 1.656V
[2025-08-07 18:14:38.999],86743.2,0.2979,2064, 1.663V
[2025-08-07 18:14:38.999],86975.1,0.1802,1975, 1.592V
[2025-08-07 18:14:38.999],87207,0.1709,2148, 1.731V
[2025-08-07 18:14:38.999],87439,0.1798,1911, 1.540V
[2025-08-07 18:14:38.999],87670.9,0.2892,2183, 1.759V
[2025-08-07 18:14:38.999],87902.8,0.3526,1918, 1.546V
[2025-08-07 18:14:38.999],88134.8,0.3141,2151, 1.733V
[2025-08-07 18:14:38.999],88366.7,0.4135,1974, 1.591V
[2025-08-07 18:14:38.999],88598.6,0.3127,2063, 1.662V
[2025-08-07 18:14:39.000],88830.6,0.2926,2071, 1.669V
[2025-08-07 18:14:39.000],89062.5,0.5295,1959, 1.579V
[2025-08-07 18:14:39.000],89294.4,0.2655,2167, 1.746V
[2025-08-07 18:14:39.000],89526.4,0.314,1888, 1.521V
[2025-08-07 18:14:39.000],89758.3,0.2429,2180, 1.757V
[2025-08-07 18:14:39.000],89990.2,0.4109,1911, 1.540V
[2025-08-07 18:14:39.017],90222.2,0.2007,2119, 1.708V
[2025-08-07 18:14:39.017],90454.1,0.3729,1988, 1.602V
[2025-08-07 18:14:39.017],90686,0.5236,2039, 1.643V
[2025-08-07 18:14:39.017],90918,0.612,2047, 1.650V
[2025-08-07 18:14:39.017],91149.9,0.2454,2000, 1.612V
[2025-08-07 18:14:39.017],91381.8,0.1618,2087, 1.682V
[2025-08-07 18:14:39.017],91613.8,0.6527,1988, 1.602V
[2025-08-07 18:14:39.017],91845.7,0.445,2103, 1.695V
[2025-08-07 18:14:39.017],92077.6,0.3504,1975, 1.592V
[2025-08-07 18:14:39.017],92309.6,0.5103,2119, 1.708V
[2025-08-07 18:14:39.017],92541.5,0.4334,1959, 1.579V
[2025-08-07 18:14:39.017],92773.4,0.6638,2116, 1.705V
[2025-08-07 18:14:39.017],93005.4,0.2429,1991, 1.604V
[2025-08-07 18:14:39.017],93237.3,0.6014,2071, 1.669V
[2025-08-07 18:14:39.017],93469.2,1.1587,2047, 1.650V
[2025-08-07 18:14:39.017],93701.2,0.1763,1991, 1.604V
[2025-08-07 18:14:39.017],93933.1,1.2894,2119, 1.708V
[2025-08-07 18:14:39.030],94165,0.8472,1927, 1.553V
[2025-08-07 18:14:39.030],94397,0.6841,2151, 1.733V
[2025-08-07 18:14:39.030],94628.9,1.4155,1927, 1.553V
[2025-08-07 18:14:39.030],94860.8,0.4688,2100, 1.692V
[2025-08-07 18:14:39.030],95092.8,1.1521,1999, 1.611V
[2025-08-07 18:14:39.030],95324.7,1.4064,2020, 1.628V
[2025-08-07 18:14:39.030],95556.6,0.0425,2084, 1.679V
[2025-08-07 18:14:39.030],95788.6,1.1708,1927, 1.553V
[2025-08-07 18:14:39.030],96020.5,0.7761,2150, 1.733V
[2025-08-07 18:14:39.030],96252.4,0.2879,1886, 1.520V
[2025-08-07 18:14:39.030],96484.4,0.7809,2167, 1.746V
[2025-08-07 18:14:39.031],96716.3,0.4924,1943, 1.566V
[2025-08-07 18:14:39.031],96948.2,0.8436,2064, 1.663V
[2025-08-07 18:14:39.031],97180.2,0.8681,2047, 1.650V
[2025-08-07 18:14:39.031],97412.1,0.1139,1959, 1.579V
[2025-08-07 18:14:39.031],97644,0.3727,2151, 1.733V
[2025-08-07 18:14:39.031],97876,0.6325,1892, 1.525V
[2025-08-07 18:14:39.045],98107.9,0.2336,2183, 1.759V
[2025-08-07 18:14:39.045],98339.8,0.6844,1911, 1.540V
[2025-08-07 18:14:39.045],98571.8,0.2626,2132, 1.718V
[2025-08-07 18:14:39.045],98803.7,0.2084,1991, 1.604V
[2025-08-07 18:14:39.045],99035.6,0.6961,2023, 1.630V
[2025-08-07 18:14:39.045],99267.6,0.3566,2087, 1.682V
[2025-08-07 18:14:39.045],99499.5,0.2151,1956, 1.576V
[2025-08-07 18:14:39.045],99731.4,0.3329,2151, 1.733V
[2025-08-07 18:14:39.045],99963.4,0.8904,1918, 1.546V
[2025-08-07 18:14:39.045],100195.3,0.4594,2135, 1.721V
[2025-08-07 18:14:39.045],100427.2,0.5735,1943, 1.566V
[2025-08-07 18:14:39.047],100659.2,0.2415,2100, 1.692V
[2025-08-07 18:14:39.047],100891.1,0.1267,2007, 1.617V
[2025-08-07 18:14:39.047],101123,0.8395,2032, 1.638V
[2025-08-07 18:14:39.047],101355,0.6713,2055, 1.656V
[2025-08-07 18:14:39.047],101586.9,0.393,1991, 1.604V
[2025-08-07 18:14:39.047],101818.8,0.6402,2078, 1.675V
[2025-08-07 18:14:39.060],102050.8,0.2644,1990, 1.604V
[2025-08-07 18:14:39.060],102282.7,0.7297,2068, 1.667V
[2025-08-07 18:14:39.060],102514.6,0.7322,2020, 1.628V
[2025-08-07 18:14:39.060],102746.6,0.4515,2047, 1.650V
[2025-08-07 18:14:39.060],102978.5,0.7841,2023, 1.630V
[2025-08-07 18:14:39.060],103210.5,0.3886,2039, 1.643V
[2025-08-07 18:14:39.060],103442.4,0.7096,2000, 1.612V
[2025-08-07 18:14:39.060],103674.3,1.1457,2055, 1.656V
[2025-08-07 18:14:39.060],103906.2,0.0974,2007, 1.617V
[2025-08-07 18:14:39.060],104138.2,1.2857,2068, 1.667V
[2025-08-07 18:14:39.060],104370.1,1.4488,2023, 1.630V
[2025-08-07 18:14:39.060],104602,1.0922,2032, 1.638V
[2025-08-07 18:14:39.061],104834,2.151,2086, 1.681V
[2025-08-07 18:14:39.061],105065.9,1.5913,1975, 1.592V
[2025-08-07 18:14:39.061],105297.9,2.2828,2119, 1.708V
[2025-08-07 18:14:39.061],105529.8,2.641,1935, 1.559V
[2025-08-07 18:14:39.061],105761.7,0.5926,2135, 1.721V
[2025-08-07 18:14:39.076],105993.7,3.5653,1959, 1.579V
[2025-08-07 18:14:39.076],106225.6,2.3865,2084, 1.679V
[2025-08-07 18:14:39.076],106457.5,1.7124,2047, 1.650V
[2025-08-07 18:14:39.076],106689.5,3.6555,1974, 1.591V
[2025-08-07 18:14:39.076],106921.4,1.5207,2151, 1.733V
[2025-08-07 18:14:39.076],107153.3,2.3106,1895, 1.527V
[2025-08-07 18:14:39.076],107385.2,1.4548,2207, 1.779V
[2025-08-07 18:14:39.076],107617.2,0.6354,1895, 1.527V
[2025-08-07 18:14:39.076],107849.1,1.4959,2143, 1.727V
[2025-08-07 18:14:39.076],108081.1,0.6536,1975, 1.592V
[2025-08-07 18:14:39.076],108313,0.7573,2036, 1.641V
[2025-08-07 18:14:39.077],108544.9,0.2505,2116, 1.705V
